trace_id,loss,accuracy
5,0.023702943697571754,0.9974173307418823
6,0.07409185916185379,0.9948347210884094
7,0.09110867232084274,0.9979338645935059
8,0.12160743027925491,0.9992251992225647
9,0.032218415290117264,0.9981921315193176
10,0.04063886031508446,0.9981921315193176
1,0.049509789794683456,0.9984503984451294
5,0.048415061086416245,0.9992251992225647
6,0.0580284520983696,0.9989669322967529
7,0.05581491068005562,0.9981921315193176
8,0.08435378223657608,0.9966425895690918
9,0.0550391711294651,0.9989669322967529
10,0.04742061346769333,0.9987086653709412
1,0.05277346074581146,0.9992251992225647
5,0.05136164650321007,0.9989669322967529
6,0.060955990105867386,0.9992251992225647
7,0.0554703027009964,0.9987086653709412
8,0.06023038551211357,0.9992251992225647
9,0.05590329319238663,0.9987086653709412
10,0.057930413633584976,0.9992251992225647
1,0.05541679635643959,0.9989669322967529
5,0.07990238070487976,0.9956095218658447
6,0.059737563133239746,0.9989669322967529
7,0.05677279084920883,0.9989669322967529
8,0.05464327707886696,0.9989669322967529
9,0.0579165555536747,0.9989669322967529
10,0.05152802914381027,0.9992251992225647
1,0.05932178348302841,0.9992251992225647
5,0.05389424040913582,0.9981921315193176
6,0.0597987025976181,0.9992251992225647
7,0.05902399495244026,0.9992251992225647
8,0.06009402126073837,0.9992251992225647
9,0.05934891849756241,0.9992251992225647
10,0.06546655297279358,0.9992251992225647
1,0.05545056238770485,0.9992251992225647
5,0.0457555316388607,0.9992251992225647
6,0.059435948729515076,0.9992251992225647
7,0.05643783137202263,0.9992251992225647
8,0.04450612515211105,0.9989669322967529
9,0.05793188512325287,0.9992251992225647
10,0.055832237005233765,0.9992251992225647
1,0.053591206669807434,0.9992251992225647
5,0.07138828933238983,0.9958677887916565
6,0.05623757466673851,0.9992251992225647
7,0.05471334233880043,0.9992251992225647
8,0.04840788245201111,0.9969007968902588
9,0.055239345878362656,0.9992251992225647
10,0.05541067197918892,0.9992251992225647
1,0.05664835125207901,0.9992251992225647
5,0.05787888914346695,0.9992251992225647
6,0.05783579498529434,0.9992251992225647
7,0.05700702965259552,0.9992251992225647
8,0.0829472690820694,0.9927685856819153
9,0.05762145668268204,0.9992251992225647
10,0.05953177064657211,0.9992251992225647
1,0.05757121741771698,0.9992251992225647
