trace_id,loss,accuracy
3,0.005596983712166548,0.999483048915863
1,0.005596983712166548,0.999483048915863
3,0.0018189657712355256,0.999483048915863
1,0.0018189657712355256,0.999483048915863
3,0.0019604971166700125,0.999483048915863
1,0.0019604971166700125,0.999483048915863
3,0.002115372335538268,0.999483048915863
1,0.002115372335538268,0.999483048915863
3,0.002240832196548581,0.999483048915863
1,0.002240832196548581,0.999483048915863
3,0.002345168963074684,0.999483048915863
1,0.002345168963074684,0.999483048915863
3,0.0024098313879221678,0.999483048915863
1,0.0024098313879221678,0.999483048915863
3,0.0024752782192081213,0.999483048915863
1,0.0024752782192081213,0.999483048915863
3,0.002531303558498621,0.999483048915863
1,0.002531303558498621,0.999483048915863
3,0.0025840261951088905,0.999483048915863
1,0.0025840261951088905,0.999483048915863
3,0.002634193282574415,0.999483048915863
1,0.002634193282574415,0.999483048915863
3,0.0026726643554866314,0.999483048915863
1,0.0026726643554866314,0.999483048915863
3,0.0027155340649187565,0.999483048915863
1,0.0027155340649187565,0.999483048915863
3,0.0027558146975934505,0.999483048915863
1,0.0027558146975934505,0.999483048915863
3,0.0027908242773264647,0.999483048915863
1,0.0027908242773264647,0.999483048915863
