trace_id,loss,accuracy
9,0.5938927531242371,0.8606477379798889
10,0.47839462757110596,0.8638582229614258
11,0.467144250869751,0.8720579743385315
12,0.44314903020858765,0.8595414161682129
13,0.4279298186302185,0.8701056241989136
14,0.5488584041595459,0.8561357259750366
15,0.44390273094177246,0.8568949699401855
16,0.39401623606681824,0.8619709610939026
17,0.4053190350532532,0.8612768054008484
18,0.5226296782493591,0.860908031463623
19,0.6083616018295288,0.8564611077308655
20,0.4387943744659424,0.8670904040336609
21,0.4828997552394867,0.8595631122589111
22,0.5323242545127869,0.8717108964920044
1,0.34722936153411865,0.8614503741264343
9,0.44990575313568115,0.8758541345596313
10,0.4669387936592102,0.8721447587013245
11,0.5301272869110107,0.8688691854476929
12,0.5425998568534851,0.86971515417099
13,0.604562520980835,0.8559621572494507
14,0.4872048795223236,0.8715807199478149
15,0.5248153805732727,0.8616021871566772
16,0.4911056458950043,0.8645306825637817
17,0.5198642611503601,0.863446056842804
18,0.5163077116012573,0.8604958653450012
19,0.5178133249282837,0.8798238635063171
20,0.4392837882041931,0.8826655745506287
21,0.530247151851654,0.8700405359268188
22,0.484089732170105,0.8726436495780945
1,0.5124927759170532,0.8686088919639587
9,0.5417763590812683,0.874986469745636
10,0.4798850119113922,0.8795201778411865
11,0.47399935126304626,0.8804095387458801
12,0.4941280782222748,0.875572144985199
13,0.5009168386459351,0.8758541345596313
14,0.40404313802719116,0.8816460371017456
15,0.5285689234733582,0.869801938533783
16,0.45303645730018616,0.8797153830528259
17,0.47943776845932007,0.8810603022575378
18,0.5132848620414734,0.8747044205665588
19,0.5102413296699524,0.8712336421012878
20,0.5381850004196167,0.880062460899353
21,0.4965473711490631,0.8764181733131409
22,0.44795894622802734,0.8733378052711487
1,0.4835975766181946,0.8781101703643799
9,0.4887203574180603,0.8820365071296692
10,0.5371450781822205,0.8766567707061768
11,0.5792339444160461,0.8666565418243408
12,0.49117499589920044,0.8793032169342041
13,0.4817419648170471,0.8851602077484131
14,0.5724358558654785,0.8753551840782166
15,0.5261358618736267,0.8743356466293335
16,0.5187384486198425,0.875572144985199
17,0.4479115307331085,0.8829041719436646
18,0.5353115797042847,0.8773075342178345
19,0.6167285442352295,0.8737499713897705
20,0.5079741477966309,0.8787609338760376
21,0.5059231519699097,0.881342351436615
22,0.5009384155273438,0.8826872706413269
1,0.5199742913246155,0.878891110420227
9,0.5759778022766113,0.8791730999946594
