trace_id,loss,accuracy
7,0.45499134063720703,0.8728389143943787
8,0.5231478810310364,0.8610165119171143
9,0.5918027758598328,0.8635111451148987
10,0.5681034922599792,0.86965012550354
11,0.48053640127182007,0.868543803691864
12,0.42511069774627686,0.8772207498550415
13,0.4284171760082245,0.8740536570549011
14,0.5047735571861267,0.8719711899757385
15,0.5398712754249573,0.8631206750869751
16,0.38904869556427,0.8831644654273987
1,0.39621782302856445,0.8683702349662781
7,0.4787936508655548,0.8819063305854797
8,0.4931550920009613,0.8802794218063354
9,0.5565575361251831,0.8730341196060181
10,0.5236257910728455,0.8725135326385498
11,0.4950716197490692,0.8831644654273987
12,0.43499159812927246,0.8855072855949402
13,0.5909194946289062,0.8668084144592285
14,0.4405919015407562,0.8871992826461792
15,0.5057816505432129,0.8748562932014465
16,0.42007142305374146,0.8851385116577148
1,0.505340039730072,0.8819931149482727
7,0.5742626190185547,0.883620023727417
8,0.549560546875,0.8825570940971375
9,0.5245996713638306,0.8859411478042603
10,0.4642714560031891,0.8841840624809265
11,0.5628507733345032,0.8841840624809265
12,0.5364680290222168,0.8846612572669983
13,0.5363197326660156,0.8824052810668945
14,0.5559622049331665,0.882361888885498
15,0.48498496413230896,0.8842057585716248
16,0.49267101287841797,0.8842490911483765
1,0.5293077826499939,0.8846178650856018
7,0.5348800420761108,0.8859845399856567
8,0.474957138299942,0.8767435550689697
9,0.485156387090683,0.8848348259925842
10,0.4907006025314331,0.8854638934135437
11,0.5694414377212524,0.8824269771575928
12,0.569101095199585,0.8832946419715881
13,0.5724574327468872,0.8876548409461975
14,0.514085590839386,0.8902795910835266
15,0.5375889539718628,0.8835983276367188
16,0.5904573798179626,0.8837285041809082
1,0.5084576606750488,0.8845961689949036
7,0.4834710657596588,0.8891949653625488
8,0.541191041469574,0.8845528364181519
9,0.5473462343215942,0.8875029683113098
10,0.5119233727455139,0.8890648484230042
11,0.5284446477890015,0.8906917572021484
12,0.6016567945480347,0.8872426748275757
13,0.581758975982666,0.888197124004364
14,0.52349853515625,0.8922970294952393
15,0.5474063158035278,0.8794984817504883
16,0.5088768005371094,0.890583336353302
1,0.5203230977058411,0.8890214562416077
7,0.5239925384521484,0.8955942392349243
8,0.542654275894165,0.887090802192688
9,0.5132882595062256,0.8964402675628662
10,0.5096662044525146,0.8931646943092346
11,0.5309143662452698,0.8942493200302124
12,0.5400028228759766,0.8895854353904724
13,0.5859279036521912,0.8926007151603699
14,0.5593731999397278,0.8901060819625854
15,0.5291935205459595,0.8957678079605103
16,0.49085208773612976,0.8950085639953613
1,0.5186366438865662,0.8939456343650818
7,0.580379843711853,0.8856807947158813
8,0.5098071098327637,0.8954858183860779
9,0.6007242202758789,0.892362117767334
10,0.48119422793388367,0.8965704441070557
11,0.5259355306625366,0.8967005610466003
12,0.5289449095726013,0.8992819786071777
13,0.5247303247451782,0.8908002376556396
14,0.5574742555618286,0.8969826102256775
15,0.46823373436927795,0.8983275294303894
16,0.5250326991081238,0.8969826102256775
1,0.5348766446113586,0.8949000835418701
7,0.5236304402351379,0.8896505236625671
8,0.551967442035675,0.8948350548744202
9,0.6107421517372131,0.8949434757232666
10,0.5255228281021118,0.8929911851882935
11,0.5640303492546082,0.8903446793556213
12,0.5010190606117249,0.896939218044281
13,0.5817860960960388,0.8939239382743835
14,0.49797672033309937,0.8948567509651184
15,0.5194309949874878,0.8899542093276978
16,0.570543646812439,0.8908002376556396
1,0.5508015155792236,0.8945747017860413
7,0.52299964427948,0.8929694890975952
8,0.49540138244628906,0.8952688574790955
9,0.5806525945663452,0.8967222571372986
10,0.489393413066864,0.8944228887557983
11,0.5492438673973083,0.8966138362884521
12,0.5378071069717407,0.8893251419067383
13,0.5392327308654785,0.8947916626930237
14,0.5205681324005127,0.895659327507019
15,0.4990794360637665,0.8958979845046997
16,0.4677960276603699,0.8996941447257996
1,0.5228808522224426,0.8948783874511719
7,0.5662686228752136,0.8926658034324646
8,0.510385274887085,0.8924922347068787
9,0.512011706829071,0.8935117721557617
10,0.5823596715927124,0.8948783874511719
11,0.5161594152450562,0.8984142541885376
12,0.49529701471328735,0.8959847092628479
13,0.5757727026939392,0.8942059278488159
14,0.5757255554199219,0.8926224112510681
15,0.5567299127578735,0.8921451568603516
16,0.549961268901825,0.89353346824646
1,0.5341905355453491,0.8941625356674194
